"All parcel data in this report is for use by the Washoe County Assessor for assessment purposes only. The summary data in this report may not be a complete representation of the parcel or of the improvements thereon. Building information, including unit counts and number of permitted units, should be verified with the appropriate building and planning agencies. Zoning information should be verified with the appropriate planning agency. All parcels are reappraised each year. ",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
019-082-10,,2195 HUMBOLDT ST,07/31/2013,275000,2D  ,4264104,_UNSPECIFIED,1950,1950,Sgl Fam Res ,SINGLE STORY,1464,Average-Good,2,2,0,FA,SIDING/FR,WOOD SHAKE,ATTACHED,529,,0,200,SF9,0.36900827288627625,"MILLIGAN, NANCY W ",NO,2195 HUMBOLDT ST,,RENO,NV,89509,"CHIARITO LIVING TRUST, CLAUDIA",   -   -,FR NW4 NE4 SEC 23 TWP 19 RGE 19,1000,1,ANND
019-091-07,,345 MORNINGSIDE DR,10/11/2013,320000,2D  ,4289097,COUNTRY CLUB ACRES,1955,1955,Sgl Fam Res ,SINGLE STORY,1572,Average-Good,3,1,1,FA,BR VENEER/FR,CONCRETE TIL,,0,DUGOUT,1572,200,SF9,0.36499083042144775,"TODD, JON & DIANE",NO,345 MORNINGSIDE DR,,RENO,NV,89509,"RAMSEY TRUST, DUANE M",   -   -,COUNTRY CLUB ACRES AMD LT 19 BLK B,1005,1,ADOC
019-091-28,,360 SUNSET DR,11/05/2013,260000,1MGA,4296807,COUNTRY CLUB ACRES,1957,1957,Sgl Fam Res ,SINGLE STORY,1196,Fair-Average,2,2,0,FA,BR VENEER/FR,COMP SHINGLE,ATTACHED,338,DUGOUT,1196,200,SF6,0.14522497355937958,"BALEN, AMBROSE",NO,360 SUNSET DR,,RENO,NV,89509,"HOARD, BARBARA J",019-091-21,PM 4959 LT 1,1005,1,ADOC
019-091-29,, SUNSET DR ,11/05/2013,260000,1MGA,4296807,COUNTRY CLUB ACRES,0,0,,,0,,0,0,0,,,,,0,,0,120,SF6,0.20140036940574646,"BALEN, AMBROSE",NO,360 SUNSET DR,,RENO,NV,89509,"HOARD, BARBARA J",019-091-21,PM 4959 LT 2,1005,0,ADOC
019-092-04,,1918 WATT ST,07/19/2013,191000,2D  ,4260099,COUNTRY CLUB ACRES,1946,1946,Sgl Fam Res ,SINGLE STORY,1012,Fair-Average,2,1,0,FA,ASPH SHNG/FR,COMP SHINGLE,,0,DUGOUT,812,200,SF6,0.16499081254005432,"CHENG, DIANA ",NO,1918 WATT ST,,RENO,NV,89509,"YOUELL, LISA",   -   -,COUNTRY CLUB ACRES AMD FR LT 1 BLK I,1000,1,ADOC
019-093-08,,2175 LAKESIDE DR,04/30/2013,336000,2F  ,4231740,COUNTRY CLUB ACRES,1960,1961,Sgl Fam Res ,SPLIT LEVEL,3148,Average-Good,4,2,1,FA/AC,STUCCO/FR,COMP ROLL,BUILT-IN,500,,0,200,SF9,0.20700183510780334,"DILLON, ERIC et al",YES,2175 LAKESIDE DR,,RENO,NV,89509,"DILLON, ERIC",   -   -,COUNTRY CLUB ACRES AMD FR LT 7 BLK H,1000,1,ADOC
019-093-14,,2022 WATT ST,12/18/2013,265000,2D  ,4309407,COUNTRY CLUB ACRES,1950,1950,Sgl Fam Res ,SINGLE STORY,1309,Average,4,2,1,FA/AC,SIDING/FR,COMP SHINGLE,ATTACHED,276,DUGOUT,359,200,SF6,0.20700183510780334,"NEWSOME, WILLIAM D JR & KENDRA B",NO,2022 WATT ST,,RENO,NV,89509,CARTER FAMILY TRUST,   -   -,COUNTRY CLUB ACRES AMD FR LT 1 BLK H,1000,1,ADOC
019-093-30,,232 BONNIE BRIAR PL,09/27/2013,339000,2D  ,4284391,COUNTRY CLUB ACRES,1946,1946,Sgl Fam Res ,SINGLE STORY,2174,Good,3,3,0,FA/AC,BR VENEER/FR,COMP SHINGLE,ATTACHED,658,DUGOUT,420,200,SF6,0.23000459372997284,"CHALKER, KATHLEEN D",NO,232 BONNIE BRIAR PL,,RENO,NV,89509,"BARKER, JOHN G & ELIZABETH G",   -   -,PM 1739 LT 2 & FR LT 3,1000,1,ADOC
019-093-40,,275 WILD ROSE DR,06/27/2013,456800,2D  ,4252381,COUNTRY CLUB ACRES,1939,1939,Sgl Fam Res ,SINGLE STORY,1659,Average-Good,3,2,0,FA,BR VENEER/FR,WOOD SHAKE,ATTACHED,672,DUGOUT,625,200,SF9,0.3143480122089386,"SCHUHMACHER, MICHAEL J",NO,275 WILD ROSE DR,,RENO,NV,89509,"EVANS, MICHAEL C",019-093-39,PM 4409 LT A,1000,1,ADOC
019-153-05,,2225 LINDLEY WAY,10/31/2013,341000,2D  ,4295369,COUNTRY CLUB ACRES,1952,1952,Sgl Fam Res ,SINGLE STORY,2437,Good,3,3,0,FA/AC,BR VENEER/FR,WOOD SHAKE,,0,DUGOUT,694,200,SF9,0.2129935771226883,"LITTLEWOOD, SARA N ",NO,2225 LINDLEY WAY,,RENO,NV,89509,"SMITH LIVING TRUST, MILDRED L",   -   -,COUNTRY CLUB ACRES AMD FR LT 3 BLK G,1000,1,ADOC
019-160-30,,155 CADILLAC PL,10/31/2013,360000,1G  ,4295400,_UNSPECIFIED,1993,1993,Office Building,1.00,2430,Avg,0,0,0,PACKAGE UNIT,STUD-WD SID,,,0,COMMERCIAL,2500,410,MUSV,0.1893480271100998,CRUMBLEY CADILLAC PLACE LLC,NO,155 CADILLAC PL,,RENO,NV,89509,"2 X 2 LP, ",019-160-25,PM 2684 AMD LT 3,1002,1,ADAQ
019-172-08,,1016 SKYLINE BLVD,02/22/2013,175000,2D  ,4207888,GREEN ACRE HEIGHTS,0,0,,,0,,0,0,0,,,,,0,,0,200,SF15,1.3010101318359375,ALLWEST INVESTMENT LLC,NO,1034 DARMS LN,,NAPA,CA,94558,ALLWEST INVESTMENT LLC,   -   -,GREEN ACRE HEIGHTS LT 36,1005,0,ANOE
019-182-23,,2435 FOLEY WAY,06/17/2013,360000,2D  ,4248617,MARIAN,1984,1984,Sgl Fam Res ,SINGLE STORY,3150,Good-Very Good,5,3,1,FA,PLYWOOD/FR,CONCRETE TIL,ATTACHED,828,,0,200,SF15,0.36000919342041016,"VINCZE, CRAIG A ",NO,2435 FOLEY WAY,,RENO,NV,89509,"VINCZE, CRAIG A",   -   -,MARIAN LT 3 BLK A,1000,1,ANOE
019-192-11,,2376 SUNRISE DR,06/20/2013,300000,2D  ,4249833,COUNTRY CLUB ACRES,1961,1966,Sgl Fam Res ,SINGLE STORY,1836,Fair-Average,4,2,0,FA/AC,ASPH SHNG/FR,COMP SHINGLE,ATTACHED,528,,0,200,SF9,0.21701101958751678,DOUGLAS E CONDELL & RITA G KYSER LIVING TRUST,YES,2376 SUNRISE DR,,RENO,NV,89506-4246,"CONDELL, DOUGLAS E ",   -   -,COUNTRY CLUB ACRES AMD FR LT 4 BLK E,1000,1,ADOC
019-192-14,,2338 SUNRISE DR,07/17/2013,272000,2D  ,4258993,COUNTRY CLUB ACRES,1941,1941,Sgl Fam Res ,SINGLE STORY,1145,Average,2,1,0,FA/AC,BR VENEER/FR,COMP SHINGLE,ATTACHED,264,DUGOUT,510,200,SF9,0.1969926506280899,"MANN, RUSSELL S & KATHLEEN H ",NO,2338 SUNRISE DR,,RENO,NV,89509,"LEGER TRUST, ARTHUR R",   -   -,COUNTRY CLUB ACRES AMD FR LT 5 BLK E,1000,1,ADOC
019-192-17,,300 COUNTRY CLUB DR,04/05/2013,300000,2D  ,4222851,COUNTRY CLUB ACRES,1946,1974,Sgl Fam Res ,TWO STORY,2689,Good-Very Good,3,3,0,FA/AC,HARDBOARD/FR,COMP SHINGLE,BUILT-IN,451,,0,200,SF9,0.21701101958751678,"BIALES TRUST, JEFFREY R",YES,300 COUNTRY CLUB DR,,RENO,NV,89509,"BIALES TRUST, JEFFREY R",   -   -,COUNTRY CLUB ACRES AMD FR LT 6 BLK E,1000,1,ADOC
019-193-11,,2340 WATT ST,06/28/2013,565000,2D  ,4253295,COUNTRY CLUB ACRES,1946,1963,Sgl Fam Res ,SINGLE STORY,3688,Good-Very Good,5,4,1,FA,SIDING/FR,COMP SHINGLE,ATTACHED,294,MULT TYPES,678,200,SF9,0.44800275564193726,"SCOLA, JAMES D & MONIKA",NO,2340 WATT ST,,RENO,NV,89509,"FILKIN TRUST, R & D",   -   -,COUNTRY CLUB ACRES AMD LT E & FR LT F BLK F,1000,1,ADOC
019-193-17,,2320 WATT ST,06/24/2013,251000,2D  ,4250548,COUNTRY CLUB ACRES,1953,1953,Sgl Fam Res ,SINGLE STORY,1875,Average-Good,4,2,0,FA,BR VENEER/FR,COMP SHINGLE,ATTACHED,506,DUGOUT,713,200,SF9,0.20700183510780334,"LYLE, JASON N & MARLENE E",NO,2320 WATT ST,,RENO,NV,89509,"ROWLAND FAMILY TRUST, ",   -   -,COUNTRY CLUB ACRES AMD LT D BLK F,1000,1,ADOC
019-232-37,,350 MOUNTAIN VIEW DR,03/27/2013,225000,2D  ,4219188,_UNSPECIFIED,1957,1957,Sgl Fam Res ,SINGLE STORY,1490,Average,3,2,1,FA,SIDING/FR,WOOD SHAKE,ATTACHED,552,DUGOUT,1490,200,SF9,0.21600091457366943,"ROSS FAMILY TRUST, RICHARD & LYNDA",YES,1285 SPICE ISLAND DR,,SPARKS,NV,89431,"WEISE, ROBERT L & CATHY V",   -   -,FR NE4 SE4 SEC 23 TWP 19 RGE 19,1000,1,ADOC
019-271-23,,44 RANCHO MANOR DR,07/08/2013,415000,2D  ,4255952,MONTEREY PARK,1971,1971,Sgl Fam Res ,SINGLE STORY,2351,Good-Very Good,3,2,0,FA,SIDING/FR,COMP SHINGLE,ATTACHED,675,DUGOUT,420,200,SF15,0.5789945125579834,"MINNIX TRUST, PAT & PATTI",YES,44 RANCHO MANOR DR,,RENO,NV,89509,"MINNIX, PATRICK W & PATRICIA A",   -   -,MONTEREY PARK LT 7 BLK B,1000,1,ANOE
019-271-33,,10 RANCHO MANOR DR,07/31/2013,295000,2D  ,4264002,RANCHO MANOR ,1960,1971,Sgl Fam Res ,SINGLE STORY,3981,Average-Good,5,4,0,FA/AC,SIDING/FR,COMP SHINGLE,ATTACHED,418,DUGOUT,379,200,SF15,0.2969926595687866,KENNETH A KREGER & JESSICA L JACKSON FAMILY TRUST,YES,10 RANCHO MANOR DR,,RENO,NV,89509,"KREGER, KENNETH A ",   -   -,RANCHO MANOR FR LT 2 BLK B (R/S 1697 LT 1),1000,1,ANOE
019-352-03,,255 W MOANA LN,08/15/2013,920000,2F  ,4269277,_UNSPECIFIED,1979,1979,Office Building,2.00,22536,Low/Avg,0,0,0,PACKAGE UNIT,STUD-STUCCO,,,0,,0,400,MUSV,0.995890736579895,XIANG TIAN LLC - ATRIUM SERIES,NO,985 DAMONTE RANCH PKWY #210,C/O JOSH VILALOBOS,RENO,NV,89521,"FIRST FINANCIAL BANK NA, ",   -   -,PM 677 LT A,1000,1,ADAQ
019-352-06,,333 W MOANA LN,06/28/2013,425000,1G  ,4252988,_UNSPECIFIED,1973,1975,Office Building,1.00,6095,Avg,0,0,0,PACKAGE UNIT,CONCRETE BLK,,,0,UNFIN COMM,1431,400,MUSV,0.3169880509376526,FAIR CO PROPERTIES LTD,NO,5476 RENO CORPORATE DR,C/O RE/MAX PREMIER PROPERTIES,RENO,NV,89511,"COMMUNITY BIBLE CHURCH, ",   -   -,FR SE4 SW4 SEC 24 TWP 19 RGE 19,1000,1,ADAQ
019-372-03,,3350 SMITH DR,04/26/2013,56500,2D  ,4230882,SMITH,1948,1948,Sgl Fam Res ,SINGLE STORY,651,Low-Fair,3,1,0,GRAVITY FURN,SIDING/FR,COMP SHINGLE,,0,,0,200,MUSV,0.1542699784040451,"PENG, JIA XIN",NO,3350 SMITH DR,,RENO,NV,89509,"RAO, JI LU",   -   -,SMITH LT 6 BLK B,1000,1,ADFC
019-390-16,,135 BLAIR PL,07/12/2013,455000,2D  ,4257500,BROOKDALE PARK,1977,1977,Sgl Fam Res ,TWO STORY,2813,Good-Very Good,4,3,0,FA/AC,HARDBOARD/FR,COMP SHINGLE,BUILT-IN,528,,0,200,SF15,0.23921027779579163,"MILLIGAN, JAMES K & JEANA M",NO,135 BLAIR PL,,RENO,NV,89509,"SCOTT FAMILY TRUST, R & S",   -   -,BROOKDALE PARK LT 7,1000,1,ANOE
019-411-01,,2750 PLUMAS ST,08/12/2013,37888,2D  ,4267965,SALEM PLAZA,1978,1978,Townhse End,SINGLE STORY,656,Fair,1,1,0,FA/AC,STUCCO/FR,BUILT-UP ROC,,0,,0,210,MUSV,0.0010000000474974513,"SIMON, SUZANNE R & VICTOR R",NO,PO BOX 50451,,SPARKS,NV,89435,"MCDONALD, VICTOR ",   -   -,SALEM PLAZA LT 125C BLK 2750,1000,1,ADPA
019-411-04,,2750 PLUMAS ST,05/20/2013,50000,2D  ,4238668,SALEM PLAZA,1978,1978,Townhse Ins,SINGLE STORY,656,Fair,1,1,0,FA/AC,STUCCO/FR,BUILT-UP ROC,,0,,0,210,MUSV,0.0010000000474974513,"COLBURN, MONTGOMERY W & CATHERINE ",NO,PO BOX 4634,,INCLINE VILLAGE,NV,89450,"GIBSON, MARIA C",   -   -,SALEM PLAZA LT 121C BLK 2750,1000,1,ADPA
019-411-10,,2750 PLUMAS ST,10/23/2013,32000,2D  ,4292360,SALEM PLAZA,1978,1978,Townhse Ins,SINGLE STORY,427,Fair,0,1,0,FA/AC,STUCCO/FR,BUILT-UP ROC,,0,,0,210,MUSV,0.0010000000474974513,"DEAL, JAMES D",NO,6514 BROOKVIEW CIR,,RENO,NV,89519,"DEAL, JAMES D",   -   -,SALEM PLAZA LT 112E BLK 2750,1000,1,ADPA
019-411-15,,2750 PLUMAS ST,09/13/2013,40000,2F  ,4279256,SALEM PLAZA,1978,1978,Townhse Ins,SINGLE STORY,962,Fair,2,2,0,FA/AC,STUCCO/FR,BUILT-UP ROC,,0,,0,210,MUSV,0.0010000000474974513,"GOLMITZ, BRYAN",NO,4978 WOODLAND DR,,PLACERVILLE,CA,95667,"GOLMITZ, VICTORIA",   -   -,SALEM PLAZA LT 102A BLK 2750,1000,1,ADPA
019-411-40,,2700 PLUMAS ST,05/30/2013,32000,2D  ,4242338,SALEM PLAZA,1978,1978,Townhse Ins,SINGLE STORY,427,Fair,0,1,0,FA/AC,STUCCO/FR,BUILT-UP ROC,,0,,0,210,MUSV,0.0010000000474974513,"ZHU, KAI",NO,60 CODY LN,,LOS ALTOS,CA,94022,"LAMBERT, JOSPEH D & JUDITH",   -   -,SALEM PLAZA LT 120E BLK 2700,1000,1,ADPA
019-412-03,,2750 PLUMAS ST,11/05/2013,51000,2D  ,4296555,SALEM PLAZA,1978,1978,Townhse Ins,SINGLE STORY,656,Fair,1,1,0,FA/AC,STUCCO/FR,BUILT-UP ROC,,0,,0,210,MUSV,0.0010000000474974513,"CONLEY FAMILY TRUST, SHANNON",YES,314 LORRAINE CT,,RENO,NV,89509,"INCLINE SIERRA PROPERTIES LLC, ",   -   -,SALEM PLAZA LT 223C BLK 2750,1000,1,ADPA
019-412-17,,2750 PLUMAS ST,06/14/2013,79500,2D  ,4247795,SALEM PLAZA,1978,1978,Townhse End,SINGLE STORY,998,Fair,2,2,0,FA/AC,STUCCO/FR,BUILT-UP ROC,,0,,0,210,MUSV,0.0010000000474974513,"HENDRIX, JUSTIN R ",NO,2750 PLUMAS ST APT 201,,RENO,NV,89509-4123,"MORGAN REVOCABLE TRUST, JAMES C & MELANIE C",   -   -,SALEM PLAZA LT 201A2 BLK 2750,1000,1,ADPA
019-412-18,,2750 PLUMAS ST,11/12/2013,27413,2D  ,4298305,SALEM PLAZA,1978,1978,Townhse Ins,SINGLE STORY,962,Fair,2,2,0,FA/AC,STUCCO/FR,BUILT-UP ROC,,0,,0,210,MUSV,0.0010000000474974513,"DAILY, GLEN B",NO,5380 AMBROSE DR,,RENO,NV,89519,"MATTHEWS, HEATHER",   -   -,SALEM PLAZA LT 203 BLK 2750,1000,1,ADPA
019-412-18,,2750 PLUMAS ST,10/22/2013,54900,2D  ,4291963,SALEM PLAZA,1978,1978,Townhse Ins,SINGLE STORY,962,Fair,2,2,0,FA/AC,STUCCO/FR,BUILT-UP ROC,,0,,0,210,MUSV,0.0010000000474974513,"DAILY, GLEN B",NO,5380 AMBROSE DR,,RENO,NV,89519,"MATTHEWS, HEATHER",   -   -,SALEM PLAZA LT 203 BLK 2750,1000,1,ADPA
019-412-43,,2700 PLUMAS ST,12/23/2013,39000,2D  ,4311287,SALEM PLAZA,1978,1978,Townhse Ins,SINGLE STORY,427,Fair,0,1,0,FA/AC,STUCCO/FR,BUILT-UP ROC,,0,,0,210,MUSV,0.0010000000474974513,"HARRIS, MELANIE R",NO,2700 PLUMAS ST #220,,RENO,NV,89509,"SPLAN,DENISE D",   -   -,SALEM PLAZA LT 220E BLK 2700,1000,1,ADPA
019-412-50,,2700 PLUMAS ST,04/22/2013,38000,2D  ,4228594,SALEM PLAZA,1978,1978,Townhse Ins,SINGLE STORY,962,Fair,2,2,0,FA/AC,STUCCO/FR,BUILT-UP ROC,,0,,0,210,MUSV,0.0010000000474974513,"CIRRINCIONE, JOHN & LORETA",NO,5825 SANDOVAL DR NE,,RIO RANCHO ,NM,87144,"JUTRIC, SILVA",   -   -,SALEM PLAZA CONDO LT 202-2700,1000,1,ADPA
019-413-31,,2700 PLUMAS ST,03/29/2013,40000,2D  ,4220367,SALEM PLAZA,1978,1978,Townhse Ins,SINGLE STORY,734,Fair,1,1,0,FA/AC,STUCCO/FR,BUILT-UP ROC,,0,,0,210,MUSV,0.0010000000474974513,"BAIRD LIVING TRUST, ROCKY",YES,2700 PLUMAS ST APT 309,,RENO,NV,89509,"BAIRD, ROCKY",   -   -,SALEM PLAZA LT 309 BLDG 2700,1000,1,ADPA
019-432-13,Y,2796 PLUMAS ST,10/16/2013,2450000,1G  ,4289743,_UNSPECIFIED,1972,1972,Multiple Res (Low Rise),2.00,5304,Low/Avg,12,9,0,FORCED AIR,STUD-WD SID,,,0,,0,340,MF30,1.1600091457366943,SIGNATURE 2796 PLUMAS LLC,NO,4751 CAUGHLIN PKWY,,RENO,NV,89519,"COUNTRY CLUB VILLAS LLC, ",   -   -,FR NE4 SE4 SEC 23 TWP 19 RGE 19,1000,50,MMMM
019-443-08,,1000 BECK ST,05/21/2013,28888,2D  ,4239050,LAKESIDE PLAZA 1,1979,1979,Townhse Ins,SINGLE STORY,909,Fair-Average,1,1,0,FA/AC,STUCCO/FR,COMP ROLL,,0,,0,210,MF30,0.0010000000474974513,"CHOE, KWANGSUN",NO,1230 BRAMLING CROSS DR,,SPARKS,NV,89441,"BROWN, JERRY D",   -   -,LAKESIDE PLAZA 1 LT 357A1 BLK X,1000,1,ADRA
019-451-20,,2955 LAKESIDE DR,05/24/2013,50000,2D  ,4240535,LAKESIDE PLAZA 2,1979,1979,Townhse Ins,SINGLE STORY,677,Fair-Average,1,1,0,FA/AC,STUCCO/FR,COMP ROLL,,0,,0,210,MF30,0.0010000000474974513,"HANNA, CHRISTOPHER M & DEBORAH G",NO,PO BOX 330,,TAHOMA,CA,96142,"CATANIA, PAUL",   -   -,LAKESIDE PLAZA 2 LT 120B BLK Y,1000,1,ADRA
019-451-28,,2955 LAKESIDE DR,12/17/2013,64900,2D  ,4309030,LAKESIDE PLAZA 2,1979,1979,Townhse End,SINGLE STORY,833,Fair-Average,2,1,0,FA/AC,STUCCO/FR,COMP ROLL,,0,,0,210,MF30,0.0010000000474974513,"RENO, RONALD & RAMONA",NO,PO BOX 550,,SILVER CITY,NV,89428,"BRINN, BRUCE J & JOHANNA M G",   -   -,LAKESIDE PLAZA 2 LT 128G BLK Y,1000,1,ADRA
019-452-11,,2955 LAKESIDE DR,01/03/2013,41000,2D  ,4191038,LAKESIDE PLAZA 2,1979,1979,Townhse Ins,SINGLE STORY,849,Fair-Average,2,1,0,FA/AC,STUCCO/FR,COMP ROLL,,0,,0,210,MF30,0.0010000000474974513,"SCHEINERT TRUST, STEFAN",NO,482 PINA LN,,VISTA,CA,92083,"DRUMMOND , STAN E",   -   -,LAKESIDE PLAZA 2 LT 211D BLK Y,1000,1,ADRA
019-452-23,,2955 LAKESIDE DR,02/28/2013,35000,2D  ,4210348,LAKESIDE PLAZA 2,1979,1996,Townhse Ins,SINGLE STORY,788,Fair-Average,1,1,0,FA/AC,STUCCO/FR,COMP ROLL,,0,,0,210,MF30,0.0010000000474974513,"BREUEL, THOMAS M ",NO,555 BRYANT ST # 582,,PALO ALTO,CA,94301,"BENNETT, ROBERT",   -   -,LAKESIDE PLAZA 2 LT 225C BLK Y,1000,1,ADRA
019-453-03,,2955 LAKESIDE DR,11/27/2013,46600,2D,4303847,LAKESIDE PLAZA 2,1979,1979,Townhse Ins,SINGLE STORY,957,Fair-Average,2,2,0,FA/AC,STUCCO/FR,COMP ROLL,,0,,0,210,MF30,0.0010000000474974513,"COHN, PETER C",NO,2955 LAKESIDE DR # 303,,RENO,NV,89502,"JANSON, JOEL",   -   -,LAKESIDE PLAZA 2 LT 303E BLK Y,1000,1,ADRA
019-453-10,,2955 LAKESIDE DR,11/14/2013,72000,2D  ,4299166,LAKESIDE PLAZA 2,1979,1979,Townhse Ins,SINGLE STORY,957,Fair-Average,2,2,0,FA/AC,STUCCO/FR,COMP ROLL,,0,,0,210,MF30,0.0010000000474974513,"HAMPEL, DEDE",NO,5040 LAKERIDGE DR,,RENO,NV,89509,WOOD IS GOOD LLC,   -   -,LAKESIDE PLAZA 2 LT 310E BLK Y,1000,1,ADRA
019-453-23,,2955 LAKESIDE DR,05/31/2013,35000,2D  ,4243060,LAKESIDE PLAZA 2,1979,1996,Townhse Ins,SINGLE STORY,788,Fair-Average,1,1,0,FA/AC,STUCCO/FR,COMP ROLL,,0,,0,210,MF30,0.0010000000474974513,"DEBORD, MARY J ",NO,12301 E INTERSTATE 80,,SPARKS,NV,89434,"LOVETT FAMILY LLC, ",   -   -,LAKESIDE PLAZA 2 LT 325C BLK Y,1000,1,ADRA
019-460-35,,3100 EASTSHORE PL,10/23/2013,68250,2D  ,4292505,VIRGINIA LAKESHORE TOWNHOUSES,1978,1978,Apt Condo/TH,TWO STORY,1280,Fair-Average,2,1,1,FA/AC,WOOD SHNG/FR,COMP SHINGLE,,0,,0,250,MF30,0.10000000149011612,"BARLOW, DENISE",NO,3105 OLD US HIGHWAY 395,,WASHOE VALLEY,NV,89704,"BARLOW, DENISE",   -   -,VIRGINIA LAKESHORE TH LT 1 BLK 5,1000,1,ADNA
019-471-08,,2450 LYMBERY ST,05/31/2013,22000,2D  ,4242648,RENO 2 CONDOMINIUMS,1978,1978,Townhse Ins,SINGLE STORY,409,Fair-Average,0,1,0,FA/AC,STUCCO/FR,CONCRETE TIL,,0,,0,210,MUSV,0.0010000000474974513,LYMBERY 228 LLC,NO,2450 LYMBERY ST # 105,,RENO,NV,89509,"SPENCER, EDWARD J",   -   -,RENO 2 CONDO LT 107 BLK A,1002,1,ADMA
019-471-29,,2450 LYMBERY ST,03/15/2013,25000,2D  ,4215413,RENO 2 CONDOMINIUMS,1978,1978,Townhse Ins,SINGLE STORY,409,Fair-Average,0,1,0,FA/AC,STUCCO/FR,CONCRETE TIL,,0,,0,210,MUSV,0.0010000000474974513,FNR PARTNERS LLC,NO,7720 GREAT BASIN RD,,RENO,NV,89523,"HVID, JAMES P & CARLA J",   -   -,RENO 2 CONDO LT 128 BK B,1002,1,ADMA
019-472-02,,2450 LYMBERY ST,11/26/2013,28000,2D  ,4303318,RENO 2 CONDOMINIUMS,1978,1978,Townhse Ins,SINGLE STORY,422,Fair-Average,0,1,0,FA/AC,STUCCO/FR,CONCRETE TIL,,0,,0,210,MUSV,0.0010000000474974513,"WEMETTE, EVAN",NO,2450 LYMBERY ST # 201,,RENO,NV,89509,"DANIELS, DANNY S & SUSAN",   -   -,RENO 2 CONDO LT 201 BLK A,1002,1,ADMA
019-472-05,,2450 LYMBERY ST,09/20/2013,27000,2D  ,4281893,RENO 2 CONDOMINIUMS,1978,1978,Townhse Ins,SINGLE STORY,422,Fair-Average,0,1,0,FA/AC,STUCCO/FR,CONCRETE TIL,,0,,0,210,MUSV,0.0010000000474974513,"PHARRIS, CHARLES P",NO,PO BOX 270484,,FORT COLLINS,CO,80527,"PFLUGER, FRANCIS J",   -   -,RENO 2 CONDO LT 204 BLK A,1002,1,ADMA
019-473-08,,2450 LYMBERY ST,10/23/2013,26250,2F  ,4292454,RENO 2 CONDOMINIUMS,1978,1978,Townhse Ins,SINGLE STORY,409,Fair-Average,0,1,0,FA/AC,STUCCO/FR,CONCRETE TIL,,0,,0,210,MUSV,0.0010000000474974513,"BOOTHE, ANGELINA",NO,PO BOX 351,,SPARKS,NV,89432,"GETTY, ROBERT & SUSAN",   -   -,RENO 2 CONDO LT 307 BLK A,1002,1,ADMA
019-473-12,,2450 LYMBERY ST,07/19/2013,26000,2D  ,4259899,RENO 2 CONDOMINIUMS,1978,1978,Townhse End,SINGLE STORY,409,Fair-Average,0,1,0,FA/AC,STUCCO/FR,CONCRETE TIL,,0,,0,210,MUSV,0.0010000000474974513,"LU, HONG II",NO,999 LEAH CIR,,RENO,NV,89511,"LU, HONG II",   -   -,RENO 2 CONDO LT 311 BLK A,1002,1,ADMA
019-481-01,,3095 LAKESIDE DR,02/22/2013,42000,2F  ,4207793,SUN GARDEN CONDOMINUMS,1985,1985,Townhse End,SINGLE STORY,1017,Fair-Average,2,2,0,FA/AC,STUCCO/FR,BUILT-UP ROC,,0,,0,210,MF30,0.0010000000474974513,"BALLANTYNE, IAN D et al",YES,968 CINNABAR CT,,INCLINE VILLAGE ,NV,89451,"FEDERAL HOME LOAN MTG CORP, ",   -   -,SUN GARDENS CONDO LT 14,1000,1,ADSA
019-481-03,,3095 LAKESIDE DR,10/03/2013,70000,2D  ,4286376,SUN GARDEN CONDOMINUMS,1985,1985,Townhse End,SINGLE STORY,1074,Fair-Average,2,2,0,FA/AC,STUCCO/FR,BUILT-UP ROC,,0,,0,210,MF30,0.0010000000474974513,"ST CYR, PIERRE",NO,3095 LAKESIDE DR UNIT 111,,RENO,NV,89509,"PV1 LLC, ",   -   -,SUN GARDENS CONDO LT 12,1000,1,ADSA
019-483-11,,3095 LAKESIDE DR,02/20/2013,48000,2D  ,4206764,SUN GARDEN CONDOMINUMS,1985,1985,Townhse End,SINGLE STORY,647,Fair-Average,1,1,0,FA/AC,STUCCO/FR,BUILT-UP ROC,,0,,0,210,MF30,0.0010000000474974513,"GONZALES, CARLOS JR & MARLENE A",NO,18566 FARALLON RD,,MADERA,CA,93638,"GONZALES, CARLOS JR & MARLENE A",   -   -,SUN GARDENS CONDO LT 34,1000,1,ADSA
019-490-09,,2650 PLUMAS ST,06/19/2013,117000,2F  ,4249464,PLUMAS SOUTH,1987,1987,Townhse End,TWO STORY,1232,Fair-Average,2,2,1,FA/AC,HARDBOARD/FR,COMP SHINGLE,ATTACHED,264,,0,210,MF30,0.0010000000474974513,"JOHNSON, ALBERT",NO,2650 PLUMAS ST APT 9,,RENO,NV,89509,"FEDERAL NAT`L MORTGAGE ASSN, ",   -   -,PLUMAS SOUTH LT 9 BLK C,1005,1,ADQA
